stage,full_error_message
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. Just say the word."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'. Let me know."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about? Any ideas?"
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? Let me know."
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about? Take your time."
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no? Can you clarify?
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no? Just say the word.
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,I think I misheard you. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about?
INJURIES_CHECK,"Oops, missed that. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Let's try that one more time. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,Could you repeat that? Any physical limitations or injuries I need to work around?
INJURIES_CHECK,"[Name], I didn't quite get that. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Hmm, that didn't compute. If you have injuries, please describe them. If not, say none. Any ideas?"
INJURIES_CHECK,"Wait, say that again? Any physical limitations or injuries I need to work around? Just say the word."
INJURIES_CHECK,I think I misheard you. Any physical limitations or injuries I need to work around? Take your time.
INJURIES_CHECK,"Oops, missed that. I need to know if you have any injuries to keep the plan safe. Can you clarify?"
INJURIES_CHECK,"Wait, say that again? Any physical limitations or injuries I need to work around? Take your time."
INJURIES_CHECK,"Let's try that one more time. Please clearly state any injuries, or just tell me 'no'. What do you say?"
INJURIES_CHECK,"My apologies, I didn't understand. Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,I think I misheard you. Any physical limitations or injuries I need to work around? Any ideas?
INJURIES_CHECK,I didn't quite catch that. I need to know if you have any injuries to keep the plan safe. Any ideas?
INJURIES_CHECK,"I didn't quite catch that. Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"Sorry [Name], could you clarify? Any physical limitations or injuries I need to work around? Let's try again."
INJURIES_CHECK,"Let's try that one more time. If you have injuries, please describe them. If not, say none. Any ideas?"
INJURIES_CHECK,"I think I misheard you. Please clearly state any injuries, or just tell me 'no'. Any ideas?"
INJURIES_CHECK,"Wait, say that again? Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"Sorry, I missed that. Please clearly state any injuries, or just tell me 'no'. What do you say?"
INJURIES_CHECK,"Hmm, that didn't compute. I need to know if you have any injuries to keep the plan safe. Just say the word."
INJURIES_CHECK,"I didn't quite catch that. Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,I'm not sure I follow. Any physical limitations or injuries I need to work around? Can you clarify?
INJURIES_CHECK,"Could you repeat that? If you have injuries, please describe them. If not, say none. Let's try again."
INJURIES_CHECK,"Wait, say that again? I need to know if you have any injuries to keep the plan safe. Take your time."
INJURIES_CHECK,"Sorry, I missed that. Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"My apologies, I didn't understand. Please clearly state any injuries, or just tell me 'no'. Any ideas?"
INJURIES_CHECK,"Wait, say that again? If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Hmm, that didn't compute. Any physical limitations or injuries I need to work around? What do you say?"
INJURIES_CHECK,"Wait, say that again? Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"Hmm, that didn't compute. Any physical limitations or injuries I need to work around? I'm ready when you are."
INJURIES_CHECK,"Oops, missed that. Any physical limitations or injuries I need to work around? Can you clarify?"
INJURIES_CHECK,I'm not sure I follow. Any physical limitations or injuries I need to work around? I'm ready when you are.
INJURIES_CHECK,I'm not sure I follow. I need to know if you have any injuries to keep the plan safe.
INJURIES_CHECK,I'm not sure I follow. I need to know if you have any injuries to keep the plan safe. Just say the word.
INJURIES_CHECK,I didn't quite catch that. I need to know if you have any injuries to keep the plan safe. Can you clarify?
INJURIES_CHECK,"I think I misheard you. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Wait, say that again? If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,I didn't quite catch that. I need to know if you have any injuries to keep the plan safe. Take your time.
INJURIES_CHECK,"Wait, say that again? Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"Sorry, I missed that. I need to know if you have any injuries to keep the plan safe. Let me know."
INJURIES_CHECK,"Sorry, I missed that. Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"Sorry [Name], could you clarify? If you have injuries, please describe them. If not, say none. Just say the word."
INJURIES_CHECK,"Sorry, I missed that. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"[Name], I didn't quite get that. Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"I'm not sure I follow. If you have injuries, please describe them. If not, say none. Any ideas?"
INJURIES_CHECK,"Wait, say that again? Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"My apologies, I didn't understand. Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,Could you repeat that? Any physical limitations or injuries I need to work around?
INJURIES_CHECK,"[Name], I didn't quite get that. I need to know if you have any injuries to keep the plan safe. Any ideas?"
INJURIES_CHECK,I'm not sure I follow. Any physical limitations or injuries I need to work around?
INJURIES_CHECK,"Hmm, that didn't compute. Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"My apologies, I didn't understand. If you have injuries, please describe them. If not, say none. I'm ready when you are."
INJURIES_CHECK,"Wait, say that again? If you have injuries, please describe them. If not, say none. Let's try again."
INJURIES_CHECK,"Hmm, that didn't compute. Any physical limitations or injuries I need to work around? Let's try again."
INJURIES_CHECK,"I'm not sure I follow. Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"I didn't quite catch that. Please clearly state any injuries, or just tell me 'no'. Can you clarify?"
INJURIES_CHECK,"[Name], I didn't quite get that. If you have injuries, please describe them. If not, say none. Can you clarify?"
INJURIES_CHECK,"[Name], I didn't quite get that. I need to know if you have any injuries to keep the plan safe."
INJURIES_CHECK,"My apologies, I didn't understand. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Wait, say that again? I need to know if you have any injuries to keep the plan safe. Let me know."
INJURIES_CHECK,I didn't quite catch that. Any physical limitations or injuries I need to work around?
INJURIES_CHECK,Let's try that one more time. I need to know if you have any injuries to keep the plan safe.
INJURIES_CHECK,"I think I misheard you. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Sorry [Name], could you clarify? I need to know if you have any injuries to keep the plan safe."
INJURIES_CHECK,"Sorry [Name], could you clarify? Any physical limitations or injuries I need to work around?"
INJURIES_CHECK,"My apologies, I didn't understand. If you have injuries, please describe them. If not, say none. Let's try again."
INJURIES_CHECK,"Sorry, I missed that. Any physical limitations or injuries I need to work around? Let's try again."
INJURIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any injuries, or just tell me 'no'."
INJURIES_CHECK,"I think I misheard you. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,Let's try that one more time. I need to know if you have any injuries to keep the plan safe.
INJURIES_CHECK,"Wait, say that again? I need to know if you have any injuries to keep the plan safe. I'm ready when you are."
INJURIES_CHECK,Let's try that one more time. Any physical limitations or injuries I need to work around? Take your time.
INJURIES_CHECK,"Let's try that one more time. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"My apologies, I didn't understand. I need to know if you have any injuries to keep the plan safe. Take your time."
INJURIES_CHECK,I think I misheard you. I need to know if you have any injuries to keep the plan safe.
INJURIES_CHECK,"I'm not sure I follow. If you have injuries, please describe them. If not, say none."
INJURIES_CHECK,"Sorry [Name], could you clarify? Any physical limitations or injuries I need to work around? Any ideas?"
INJURIES_CHECK,I think I misheard you. I need to know if you have any injuries to keep the plan safe.
INJURIES_CHECK,Let's try that one more time. Any physical limitations or injuries I need to work around?
